whiskey,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19
Bruichladdich Rocks,vanilla,honey,peaty,malt,fruit,caramel,oak,salty,butter,winey,spicy,smoky,sea,medicinal,brine,toffee,round,pepper,nutty,cream,0.9333333333333332,0.8666666666666667,0.8,0.6666666666666666,0.6,0.6,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.2,0.2
Bruichladdich Scottish Barley The Classic Laddie,floral,salty,vanilla,barley,apple,oak,honey,fruit,malt,peaty,smoky,lemon,herbal,sugar,citrus,mint,cinnamon,dry,bread,chocolate,1.0,1.0,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464
Bruichladdich The Laddie Sixteen,apple,vanilla,oak,fruit,wood,dry,brine,pepper,rich,lemon,pear,butterscotch,candy,caramel,honey,spicy,bitter,cream,barley,toast,1.6666666666666667,1.2222222222222223,1.1111111111111112,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
Bruichladdich The Laddie Ten,peaty,salty,smoky,honey,fruit,malt,oak,vanilla,lemon,spicy,caramel,brine,dry,wood,apple,sea,citrus,butter,bitter,syrup,1.08,0.96,0.82,0.78,0.66,0.64,0.64,0.64,0.64,0.48,0.48,0.44,0.42,0.42,0.4,0.36,0.34,0.32,0.3,0.3
Buchanan's 12 De Luxe,grainy,caramel,vanilla,wood,smoky,peaty,oak,honey,malt,ash,lime,cigar,dry,wheat,spicy,fruit,sugar,metallic,apple,cinnamon,1.75,1.5,1.375,1.25,1.25,1.0,0.875,0.875,0.75,0.625,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.25,0.25,0.25
Buffalo Trace,vanilla,oak,spicy,caramel,cinnamon,corn,fruit,pepper,wood,cherry,dry,apple,honey,mint,sugar,tobacco,bitter,toffee,pear,nutmeg,1.7346938775510203,1.3673469387755102,1.1836734693877549,1.0816326530612246,0.9387755102040816,0.5102040816326531,0.4693877551020408,0.42857142857142855,0.42857142857142855,0.4081632653061225,0.3673469387755102,0.3673469387755102,0.32653061224489793,0.30612244897959184,0.30612244897959184,0.22448979591836732,0.20408163265306126,0.1836734693877551,0.1836734693877551,0.1836734693877551
Buffalo Trace White Dog Mash #1,corn,grainy,citrus,mash,spicy,earth,sugar,mint,cereal,popcorn,grassy,oak,vanilla,apple,soap,metallic,bread,caramel,thyme,candy,2.375,0.625,0.625,0.5,0.5,0.375,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.125,0.125
Bulleit Bourbon,spicy,oak,vanilla,caramel,cinnamon,orange,corn,wood,mint,pepper,fruit,cherry,sugar,bitter,butterscotch,dry,floral,syrup,citrus,honey,2.1714285714285717,1.0857142857142856,1.0,0.7428571428571429,0.6857142857142857,0.6285714285714286,0.5428571428571428,0.4857142857142857,0.4857142857142857,0.4571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.37142857142857133,0.3142857142857143,0.2857142857142857,0.2857142857142857,0.2571428571428571,0.2571428571428571,0.22857142857142854
Bulleit Bourbon 10,oak,spicy,caramel,vanilla,orange,wood,bitter,cinnamon,pepper,citrus,fruit,honey,butter,herbal,banana,tobacco,leather,mint,rich,clove,1.4,1.2,1.0,0.9333333333333332,0.8666666666666667,0.8,0.6,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.4,0.4,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.2,0.2
Bulleit Rye,spicy,mint,oak,vanilla,dry,cinnamon,dill,orange,pepper,clove,cream,bread,honey,caramel,wood,sugar,butter,floral,fruit,anise,1.7407407407407407,1.5185185185185186,1.0,0.9629629629629628,0.7037037037037037,0.6666666666666666,0.6296296296296297,0.5925925925925926,0.5185185185185185,0.4444444444444444,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3333333333333333,0.25925925925925924,0.25925925925925924,0.2222222222222222,0.2222222222222222
Bunnahabhain 12,sherry,fruit,salty,peaty,smoky,malt,honey,spicy,oak,caramel,vanilla,pepper,brine,chocolate,dry,wood,raisin,sea,nutty,toffee,1.2837837837837838,1.0810810810810811,0.9189189189189191,0.8513513513513513,0.8378378378378378,0.7027027027027027,0.7027027027027027,0.6891891891891891,0.6621621621621622,0.6486486486486487,0.581081081081081,0.472972972972973,0.472972972972973,0.4594594594594595,0.4189189189189189,0.3918918918918919,0.3783783783783784,0.3648648648648649,0.35135135135135137,0.35135135135135137
Bunnahabhain 14 Pedro Ximenez Finish,fruit,syrup,sherry,caramel,fig,chocolate,raisin,orange,spicy,sugar,dry,cinnamon,plum,berry,rich,pepper,maple,prune,candy,oak,1.3333333333333333,1.25,1.0833333333333333,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5,0.5,0.4166666666666667,0.4166666666666667
Bunnahabhain 18,sherry,fruit,spicy,oak,salty,caramel,dry,chocolate,rich,pepper,vanilla,smoky,peaty,raisin,bitter,wood,toffee,sea,earth,plum,1.0833333333333333,1.0277777777777777,0.8888888888888888,0.8055555555555556,0.8055555555555556,0.6666666666666666,0.6388888888888888,0.6388888888888888,0.6111111111111112,0.5833333333333334,0.4722222222222222,0.4722222222222222,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3611111111111111
Bunnahabhain 25,sherry,honey,oak,spicy,fruit,dry,wood,caramel,leather,berry,almond,raspberry,bitter,sugar,peaty,lemon,orange,chocolate,cream,nutty,1.181818181818182,0.9090909090909092,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637,0.3636363636363637,0.3636363636363637
Bunnahabhain Toiteach,smoky,peaty,salty,earth,oily,pepper,sherry,herbal,lemon,vanilla,cherry,dry,oak,mint,butter,sea,brine,grassy,honey,malt,1.8666666666666667,1.8666666666666667,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.4,0.4,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.2,0.2
Bushmills 10,honey,malt,vanilla,fruit,apple,oak,bread,cask,sherry,dry,spicy,pear,wood,lime,lemon,butter,chocolate,nutmeg,pepper,banana,1.6666666666666667,1.2222222222222223,1.0,1.0,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
Bushmills Black Bush,vanilla,malt,honey,sherry,fruit,pepper,spicy,oak,apple,dry,cask,grainy,toast,cherry,raisin,bitter,butter,corn,cinnamon,caramel,1.25,1.125,1.125,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.75,0.625,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5
Caol Ila 12,smoky,peaty,salty,lemon,pepper,dry,citrus,fruit,vanilla,brine,sea,honey,oily,wood,spicy,oak,iodine,apple,earth,malt,2.117647058823529,1.8823529411764703,0.8823529411764706,0.6323529411764706,0.5882352941176471,0.5,0.4558823529411765,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.38235294117647056,0.36764705882352944,0.36764705882352944,0.3382352941176471,0.3382352941176471,0.29411764705882354,0.2794117647058824,0.2647058823529412,0.25,0.25
Caol Ila 15 Unpeated,fruit,oak,vanilla,honey,salty,malt,sugar,spicy,peaty,smoky,pepper,cream,mineral,peach,brine,tobacco,cereal,oily,apple,cask,1.4166666666666667,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.5833333333333334,0.5,0.5,0.5,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25
Caol Ila 18,peaty,smoky,salty,lemon,spicy,vanilla,fruit,candy,toffee,apple,rich,citrus,bitter,oak,mandarin,cream,pear,leather,dry,pepper,2.090909090909091,1.818181818181818,1.0,1.0,0.9090909090909092,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637
Caol Ila Distiller's Edition,peaty,smoky,oak,pepper,caramel,fruit,winey,lemon,strawberry,salty,sea,chocolate,butter,watermelon,vanilla,brine,rich,spicy,tannic,peach,2.0,1.8888888888888888,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222
Cardhu 12,apple,spicy,vanilla,honey,oak,smoky,fruit,sugar,floral,pepper,pear,malt,bitter,caramel,wood,toffee,dry,orange,butter,barley,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.6190476190476191,0.5714285714285714,0.5238095238095238,0.4761904761904762,0.4761904761904762,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.3809523809523809,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
Chivas Regal 12,fruit,honey,apple,spicy,vanilla,caramel,grainy,oak,bitter,malt,smoky,pepper,wood,sugar,cereal,floral,toffee,pear,lemon,herbal,0.9473684210526316,0.9210526315789472,0.8684210526315791,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6052631578947368,0.5526315789473685,0.5263157894736842,0.42105263157894735,0.34210526315789475,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.2368421052631579,0.2368421052631579,0.21052631578947367,0.21052631578947367,0.18421052631578946,0.18421052631578946
Clynelish 14,spicy,salty,honey,malt,vanilla,fruit,apple,smoky,oak,peaty,orange,dry,pepper,citrus,sherry,lemon,floral,wood,cream,caramel,1.0208333333333333,0.9583333333333334,0.875,0.8125,0.7916666666666666,0.7916666666666666,0.75,0.6875,0.6875,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5208333333333334,0.5208333333333334,0.4375,0.4375,0.4375,0.3958333333333333,0.3541666666666667,0.3541666666666667
Collingwood 21,spicy,oak,maple,wood,cherry,vanilla,bitter,mellow,cream,caramel,fruit,pepper,sugar,nutmeg,raisin,citrus,bread,grainy,toasted,berry,2.25,1.75,1.25,0.875,0.875,0.75,0.625,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.375
Colonel E.H. Taylor Barrel Proof,oak,spicy,vanilla,caramel,pepper,sugar,wood,corn,cherry,honey,fruit,molasses,dry,maple,char,syrup,toast,thick,cinnamon,rich,1.827586206896552,1.206896551724138,0.8275862068965517,0.6896551724137931,0.6206896551724138,0.5862068965517241,0.4827586206896552,0.4137931034482759,0.3793103448275862,0.3793103448275862,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.3103448275862069,0.3103448275862069,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.2413793103448276
Colonel E.H. Taylor Cured Oak,oak,fruit,cherry,spicy,vanilla,sugar,wood,dry,butter,walnut,candy,caramel,tannic,cinnamon,orange,strawberry,musty,chocolate,char,pear,3.0,1.6,1.3,1.2,1.2,1.1,1.1,1.0,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3
Colonel E.H. Taylor Single Barrel,spicy,oak,caramel,vanilla,cinnamon,dry,sugar,cherry,fruit,butterscotch,pepper,wood,corn,apple,honey,leather,rich,butter,tobacco,char,1.6363636363636365,1.5,1.0454545454545454,1.0454545454545454,0.5909090909090909,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4090909090909091,0.4090909090909091,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2272727272727273,0.2272727272727273
Colonel E.H. Taylor Small Batch,vanilla,oak,spicy,caramel,corn,sugar,fruit,cinnamon,cherry,bitter,apple,syrup,cream,rich,orange,citrus,toffee,maple,honey,butterscotch,1.2432432432432432,1.108108108108108,1.027027027027027,0.9189189189189191,0.7567567567567568,0.6486486486486487,0.5675675675675675,0.5135135135135135,0.4864864864864865,0.4324324324324325,0.40540540540540543,0.35135135135135137,0.32432432432432434,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2432432432432433,0.2432432432432433,0.21621621621621626,0.21621621621621626
Colonel E.H. Taylor Straight Rye,spicy,oak,vanilla,wood,caramel,pepper,dry,bitter,sugar,cinnamon,orange,mint,butter,herbal,bread,cream,rich,honey,dill,apple,1.9615384615384612,1.0769230769230769,0.9230769230769232,0.8076923076923077,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6153846153846154,0.6153846153846154,0.5769230769230769,0.4615384615384616,0.4615384615384616,0.4230769230769231,0.4230769230769231,0.3461538461538461,0.3461538461538461,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.2692307692307692
Compass Box 3 Year Old Deluxe,smoky,pear,apple,honey,fruit,caramel,brine,vanilla,cream,oak,floral,spicy,pepper,salty,grape,malt,dry,lemon,peaty,ash,1.5,1.125,1.125,1.0,0.875,0.875,0.875,0.75,0.75,0.75,0.625,0.625,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.375
Compass Box Asyla,oak,vanilla,apple,grainy,pear,floral,spicy,fruit,citrus,chocolate,flower,dry,lemon,winey,grassy,pepper,malt,brine,honey,delicate,1.6,1.2,1.1,1.0,0.8,0.8,0.8,0.7,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3
Compass Box Enlightenment,fruit,vanilla,malt,honey,pear,apple,floral,cream,cask,caramel,grassy,wood,pepper,spicy,sugar,butter,earth,lemon,coconut,banana,1.7777777777777777,1.5555555555555556,1.0,1.0,1.0,1.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.3333333333333333
Compass Box Flaming Heart,smoky,peaty,spicy,oak,fruit,dry,malt,sherry,pepper,lemon,wood,oily,apple,vanilla,cinnamon,cherry,cream,bitter,ash,char,3.5,2.0,1.4,1.3,1.2,1.0,0.8,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3
Compass Box Flaming Heart 15th Anniversary Edition,smoky,salty,fruit,peaty,oak,honey,spicy,vanilla,pepper,leather,wood,apple,ash,brine,sea,cinnamon,musty,cask,pineapple,pear,2.833333333333333,1.0833333333333333,1.0833333333333333,1.0,1.0,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Compass Box Great King St. Artist's Blend,vanilla,apple,fruit,lemon,malt,oak,cream,honey,spicy,floral,dry,cereal,grainy,pepper,orange,citrus,butter,grassy,sugar,pear,1.619047619047619,1.0476190476190477,0.8571428571428571,0.8571428571428571,0.8095238095238095,0.7142857142857143,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5238095238095238,0.4761904761904762,0.4761904761904762,0.42857142857142855,0.3809523809523809,0.3809523809523809,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857
Compass Box Great King St. Glasgow Blend,smoky,peaty,malt,fruit,honey,vanilla,sherry,grainy,lemon,pepper,spicy,earth,salty,bitter,licorice,brine,butter,cream,chocolate,pear,2.272727272727273,1.6363636363636365,1.2727272727272727,1.0,0.9090909090909092,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637,0.2727272727272727
Compass Box Hedonism,vanilla,grainy,cream,coconut,oak,spicy,toffee,fruit,caramel,custard,delicate,bitter,apple,honey,lemon,floral,cinnamon,pear,sugar,chocolate,1.85,0.85,0.85,0.8,0.75,0.55,0.5,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.25,0.25,0.25,0.2
Compass Box No Name,smoky,peaty,pepper,lemon,fruit,salty,ash,vanilla,rubber,spicy,burnt,honey,citrus,oily,bacon,sea,pear,floral,brine,mint,2.0,1.75,1.5833333333333333,1.5,1.3333333333333333,1.25,1.25,1.1666666666666667,1.0833333333333333,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5,0.4166666666666667
Compass Box Oak Cross,oak,apple,spicy,malt,vanilla,fruit,honey,pear,floral,cask,lemon,perfume,bitter,butter,orange,pepper,cream,clove,wood,candy,2.4,1.3333333333333333,1.3333333333333333,1.1333333333333333,1.1333333333333333,1.0,0.8666666666666667,0.6,0.6,0.6,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666
Compass Box Peat Monster,smoky,peaty,malt,salty,oak,vanilla,lemon,pepper,citrus,spicy,honey,apple,brine,sea,lime,fruit,ash,iodine,earth,barley,2.8421052631578947,2.6842105263157894,0.8947368421052632,0.8421052631578947,0.7894736842105263,0.7368421052631579,0.631578947368421,0.5263157894736842,0.5263157894736842,0.4736842105263158,0.42105263157894735,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421
Compass Box Spice Tree,spicy,oak,vanilla,malt,cinnamon,cream,orange,clove,honey,ginger,fruit,citrus,nutmeg,pepper,bitter,rich,apple,dry,toffee,chocolate,2.6842105263157894,1.2105263157894737,1.2105263157894737,0.8947368421052632,0.8421052631578947,0.7894736842105263,0.7368421052631579,0.5789473684210527,0.5789473684210527,0.5263157894736842,0.4736842105263158,0.4736842105263158,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.2631578947368421
Compass Box The Lost Blend,smoky,honey,fruit,peaty,apple,pear,vanilla,lemon,spicy,pepper,cinnamon,butter,peach,bread,bitter,salty,malt,oak,beeswax,perfume,1.6666666666666667,1.4444444444444444,1.2222222222222223,1.2222222222222223,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333
Compass Box This is Not a Luxury Whisky,sherry,malt,fruit,oak,smoky,spicy,watermelon,wood,apple,leather,peaty,strawberry,ash,cream,pepper,cherry,grainy,dry,cask,vanilla,2.1111111111111107,1.5555555555555556,1.5555555555555556,1.4444444444444444,1.4444444444444444,1.3333333333333333,1.2222222222222223,1.2222222222222223,1.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.4444444444444444
Connemara Peated,peaty,smoky,wood,fruit,earth,honey,chocolate,malt,sugar,bitter,caramel,pepper,vanilla,grassy,burnt,apple,cream,dry,salty,cocoa,2.588235294117647,1.5294117647058822,0.9411764705882352,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.6470588235294118,0.5882352941176471,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.4705882352941176,0.4705882352941176,0.4705882352941176,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.35294117647058826
Cragganmore 12,honey,fruit,vanilla,spicy,apple,malt,smoky,lemon,floral,pear,dry,cream,oak,peaty,caramel,bitter,pepper,salty,nutty,wood,1.34375,0.9375,0.6875,0.65625,0.625,0.59375,0.59375,0.53125,0.53125,0.40625,0.40625,0.40625,0.34375,0.3125,0.3125,0.28125,0.28125,0.28125,0.25,0.25
Craigellachie 13,malt,vanilla,apple,fruit,honey,sugar,oak,pear,lemon,earth,bitter,pepper,dry,ginger,meaty,banana,floral,salty,grassy,caramel,1.2777777777777777,1.2777777777777777,1.2222222222222223,1.1111111111111112,0.8333333333333334,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5,0.5,0.5,0.5,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3888888888888889,0.3888888888888889,0.3888888888888889
Crown Royal,caramel,maple,vanilla,oak,syrup,bitter,spicy,pepper,cinnamon,grainy,wood,apple,citrus,lemon,peach,burnt,butterscotch,toffee,butter,fruit,1.2,1.2,1.2,1.1,1.1,1.0,0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2
Crown Royal Hand Selected Barrel,vanilla,butter,oak,corn,honey,wood,maple,spicy,syrup,cream,fruit,caramel,cedar,apple,butterscotch,peanut,sugar,bitter,bread,sawdust,2.0,1.25,1.25,1.0,0.875,0.75,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.25,0.25
Crown Royal Northern Harvest Rye,spicy,apple,wood,caramel,vanilla,sugar,fruit,oak,pepper,cinnamon,floral,banana,bitter,nutmeg,ginger,cream,pear,astringent,honey,clove,1.4615384615384617,1.3846153846153846,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.4615384615384616,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2307692307692308,0.2307692307692308
Cutty Sark,grainy,vanilla,honey,apple,oak,fruit,caramel,malt,bitter,dry,syrup,lemon,pepper,peaty,cream,corn,banana,pear,citrus,wood,2.0,1.0833333333333333,0.9166666666666666,0.75,0.75,0.6666666666666666,0.5833333333333334,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Dalmore 12,orange,fruit,sherry,caramel,oak,chocolate,raisin,sugar,spicy,bitter,vanilla,rich,coffee,dry,candy,wood,leather,citrus,malt,fig,1.1785714285714286,1.1428571428571428,1.1071428571428572,0.8571428571428571,0.8214285714285714,0.7857142857142857,0.7142857142857143,0.5714285714285714,0.5357142857142857,0.42857142857142855,0.42857142857142855,0.3928571428571429,0.3928571428571429,0.32142857142857145,0.32142857142857145,0.2857142857142857,0.2857142857142857,0.25,0.25,0.21428571428571427
Dalmore 1263 King Alexander III,fruit,winey,orange,spicy,malt,dry,cherry,apple,rich,apricot,caramel,raisin,sherry,vanilla,plum,grape,oak,leather,chocolate,wood,0.9166666666666666,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5,0.5,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667
Dalmore 15,fruit,sherry,caramel,oak,raisin,dry,orange,rich,spicy,honey,chocolate,malt,leather,cake,toffee,cherry,cinnamon,nutty,bitter,pepper,1.4545454545454546,1.2272727272727273,1.0454545454545454,0.9545454545454546,0.9090909090909092,0.8181818181818182,0.7727272727272727,0.5909090909090909,0.5909090909090909,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4090909090909091,0.4090909090909091,0.3636363636363637,0.3636363636363637,0.3181818181818182,0.3181818181818182,0.3181818181818182
Dalmore Cigar Malt,fruit,caramel,cigar,smoky,sherry,orange,oak,cinnamon,dry,spicy,toffee,fig,malt,tobacco,cherry,banana,vanilla,sugar,leather,rich,1.5454545454545454,1.181818181818182,1.181818181818182,1.0909090909090908,1.0,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637
Dalwhinnie 15,honey,smoky,vanilla,malt,apple,fruit,spicy,floral,oak,pepper,lemon,citrus,pear,orange,wood,toffee,caramel,sugar,peach,salty,1.8113207547169807,0.9433962264150944,0.9056603773584906,0.7358490566037735,0.7358490566037735,0.7169811320754716,0.660377358490566,0.5849056603773585,0.4716981132075472,0.4150943396226415,0.3584905660377358,0.3584905660377358,0.33962264150943394,0.2641509433962264,0.2641509433962264,0.2452830188679245,0.2452830188679245,0.22641509433962265,0.22641509433962265,0.2075471698113208
Deanston 12,vanilla,oak,honey,malt,apple,fruit,pepper,lemon,ginger,spicy,cream,grassy,dry,citrus,salty,floral,caramel,barley,butter,sugar,1.318181818181818,1.181818181818182,1.0,0.9090909090909092,0.7727272727272727,0.7727272727272727,0.7272727272727273,0.7272727272727273,0.6818181818181818,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5909090909090909,0.5454545454545454,0.5,0.4545454545454545,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637
Deanston Virgin Oak,oak,malt,citrus,lemon,honey,apple,spicy,pepper,vanilla,dry,caramel,sugar,fruit,bitter,grassy,char,cinnamon,tannic,yeast,floral,1.7058823529411764,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.6470588235294118,0.6470588235294118,0.5882352941176471,0.5882352941176471,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354
Dewar's 12,grainy,malt,pepper,honey,vanilla,smoky,caramel,fruit,apple,peaty,oak,pear,herbal,floral,cereal,bitter,syrup,butter,lemon,tea,1.6666666666666667,1.0833333333333333,1.0833333333333333,1.0833333333333333,1.0,0.9166666666666666,0.8333333333333334,0.75,0.75,0.6666666666666666,0.5,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
